,Filename,Language,Entropy,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,English_Stopwords_and,English_Stopwords_are,English_Stopwords_be,English_Stopwords_but,English_Stopwords_for,English_Stopwords_from,English_Stopwords_have,English_Stopwords_in,English_Stopwords_is,English_Stopwords_it,English_Stopwords_no,English_Stopwords_not,English_Stopwords_of,English_Stopwords_that,English_Stopwords_the,English_Stopwords_this,English_Stopwords_to,English_Stopwords_with,French_Stopwords_au,French_Stopwords_avec,French_Stopwords_ce,French_Stopwords_de,French_Stopwords_des,French_Stopwords_elle,French_Stopwords_et,French_Stopwords_est,French_Stopwords_il,French_Stopwords_je,French_Stopwords_la,French_Stopwords_le,French_Stopwords_les,French_Stopwords_mais,French_Stopwords_ou,French_Stopwords_par,French_Stopwords_pas,French_Stopwords_plus,French_Stopwords_pour,French_Stopwords_que,French_Stopwords_qui,French_Stopwords_si,French_Stopwords_sur,French_Stopwords_un,French_Stopwords_une,italian_Stopwords_e,italian_Stopwords_di,italian_Stopwords_il,italian_Stopwords_la,italian_Stopwords_lo,italian_Stopwords_i,italian_Stopwords_gli,italian_Stopwords_le,italian_Stopwords_che,italian_Stopwords_in,italian_Stopwords_vi,italian_Stopwords_si,italian_Stopwords_per,italian_Stopwords_ma,italian_Stopwords_con,italian_Stopwords_un,italian_Stopwords_una,italian_Stopwords_su,italian_Stopwords_non,italian_Stopwords_questo,italian_Stopwords_quello,spanish_Stopwords_y,spanish_Stopwords_de,spanish_Stopwords_la,spanish_Stopwords_las,spanish_Stopwords_el,spanish_Stopwords_los,spanish_Stopwords_que,spanish_Stopwords_a,spanish_Stopwords_en,spanish_Stopwords_no,spanish_Stopwords_un,spanish_Stopwords_unos,spanish_Stopwords_es,spanish_Stopwords_con,spanish_Stopwords_por,spanish_Stopwords_para,spanish_Stopwords_del,spanish_Stopwords_se,spanish_Stopwords_lo,spanish_Stopwords_pero,spanish_Stopwords_como,spanish_Stopwords_su,spanish_Stopwords_al,spanish_Stopwords_me,spanish_Stopwords_le,spanish_Stopwords_tener,spanish_Stopwords_sin
85,fr_22.docx,french,4.025378170926424,0.07928278245841434,0.005400734499891985,0.0378051414992439,0.049686757399006264,0.1520846835169583,0.014041909699719161,0.012313674659753726,0.009721322099805573,0.06437675523871246,0.0008641175199827177,0.00043205875999135883,0.04493411103910132,0.030892201339382155,0.0870598401382588,0.06243249081875135,0.04082955281918341,0.008425145819831496,0.07150572477856988,0.0881399870382372,0.06999351911860013,0.04601425793907971,0.0075610282998487795,0.00021602937999567941,0.006264852019874703,0.0023763231799524736,0.00043205875999135883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,57,35,2,13,2,1,0,29,8,19,0,9,15,0,1,4,3,3,1,2,8,8,0,0,1,29,0,0,0,8,0,0,0,1,0,0,0,8,0,0,2,0,0,0,57,29,0,0,0,3,1,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
86,FR_3.docx,french,4.029543811663137,0.07320771063461122,0.007147498375568551,0.03855317305609703,0.05111544292830843,0.15486246480398527,0.013212042451808534,0.01364522417153996,0.009746588693957114,0.0714749837556855,0.00021659085986571366,0.0008663634394628547,0.05024907948884557,0.029889538661468484,0.08273770846870263,0.0602122590426684,0.03660385531730561,0.009529997834091402,0.0682261208576998,0.09161793372319688,0.06952566601689408,0.044184535412605586,0.010179770413688543,0.00043318171973142733,0.004981589776911414,0.0028156811782542777,0.00021659085986571366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,63,36,0,24,2,1,0,21,16,20,1,8,11,0,2,7,2,4,1,3,5,9,0,0,1,21,0,0,0,16,0,0,0,1,0,0,0,5,0,0,2,0,0,0,63,21,0,0,0,2,2,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
87,fr_33.docx,french,3.974399481943644,0.05673908458131196,0.012866483864163678,0.03417000632777895,0.05484075089643535,0.1636785488293609,0.01202278000421852,0.0103353722843282,0.005484075089643535,0.06644167897068129,0.0012655557899177389,0.0016874077198903185,0.05336426914153132,0.026576671588272517,0.0892216831892006,0.06116852984602405,0.027420375448217675,0.009069816494410462,0.05357519510651761,0.10504113056317232,0.08099557055473529,0.05547352879139422,0.006749630879561274,0.0,0.004007593334739506,0.0027420375448217677,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,79,40,0,32,15,5,0,27,20,22,0,12,11,0,8,4,2,10,0,6,25,23,0,0,5,27,0,0,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,2,79,27,0,0,0,2,4,4,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0
88,FR_4.docx,french,4.060983513337403,0.06692803136376366,0.008961075329039486,0.03444413329599552,0.04508541024922991,0.14309717166059926,0.0156818818258191,0.009801176141136937,0.006160739288714646,0.095491458975077,0.0014001680201624195,0.0005600672080649678,0.05432651918230188,0.032203864463735646,0.06832819938392608,0.06300756090730887,0.0313637636516382,0.013441612993559227,0.06692803136376366,0.08288994679361524,0.07700924110893308,0.05404648557826939,0.012041444973396808,0.0002800336040324839,0.005880705684682162,0.0033604032483898066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,41,25,1,12,9,7,0,27,13,10,1,5,6,1,4,5,5,5,1,3,9,3,0,0,7,27,0,0,0,13,0,0,0,1,0,0,0,9,0,0,1,0,0,0,41,27,0,0,0,5,4,8,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0
89,fr_44.docx,french,4.05008442319233,0.07261629130709324,0.006735424121237634,0.040623026731214484,0.03725531467059567,0.1355504104399074,0.01768048831824879,0.012628920227320563,0.009471690170490423,0.09471690170490422,0.0010524100189433804,0.0008419280151547042,0.05683014102294254,0.044832666806988004,0.07956219743211955,0.06209219111765944,0.023994948431909073,0.016207114291728057,0.057882551041885916,0.07430014733740266,0.081877499473795,0.0545148389812671,0.007156388128814986,0.0,0.003157230056830141,0.002104820037886761,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,3,39,24,0,19,4,2,0,26,21,16,0,6,5,1,3,9,5,9,1,1,7,3,0,0,2,26,0,0,0,21,0,0,0,1,0,0,0,7,0,0,0,0,0,0,39,26,0,0,0,5,1,19,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0
90,FR_5.docx,french,4.0133552693999155,0.06307603686635944,0.007776497695852535,0.032834101382488476,0.04665898617511521,0.16071428571428573,0.01065668202764977,0.010080645161290322,0.009216589861751152,0.08122119815668202,0.001152073732718894,0.0,0.05501152073732719,0.03513824884792627,0.07402073732718895,0.05414746543778802,0.03369815668202765,0.011232718894009217,0.06883640552995392,0.08928571428571429,0.08093317972350231,0.0478110599078341,0.013536866359447005,0.0,0.00576036866359447,0.004032258064516129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,47,23,1,11,6,3,0,23,9,12,0,6,7,1,1,7,5,4,2,5,9,4,0,0,3,23,0,0,0,9,0,0,0,2,0,0,0,9,0,0,1,0,0,1,47,23,0,0,0,5,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
91,fr_55.docx,french,4.081697491262556,0.060029282576866766,0.00951683748169839,0.035383113714006834,0.04978038067349927,0.1376281112737921,0.013665202537823329,0.011957052220595413,0.007076622742801367,0.09224011713030747,0.007808687164470474,0.0,0.050512445095168376,0.02757442654953636,0.07223035627135188,0.06881405563689605,0.03074670571010249,0.013421181063933627,0.0744265495363592,0.07930697901415325,0.07711078574914593,0.05392874572962421,0.009760858955588092,0.0007320644216691069,0.003416300634455832,0.0029282576866764276,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,35,22,1,15,8,6,0,29,21,15,4,10,15,4,4,4,8,13,0,6,8,7,0,0,6,29,0,0,0,21,0,0,0,0,0,0,0,8,0,0,1,0,0,1,35,29,0,0,0,8,1,10,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0
92,FR_6.docx,french,4.097778451313827,0.06993190151911996,0.006024096385542169,0.03431115767417496,0.04950235725510738,0.143006809848088,0.00890518596123625,0.01283394447354636,0.015191199580932426,0.08852802514405447,0.0013095861707700367,0.0010476689366160294,0.05552645364064956,0.03902566788894709,0.07228915662650602,0.06286013619696176,0.03169198533263489,0.014143530644316397,0.0678365636458879,0.0746464117338921,0.07071765322158198,0.05028810895756941,0.012310110005238345,0.0010476689366160294,0.005500261917234154,0.005238344683080147,0.0010476689366160294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,45,23,0,22,7,4,0,32,19,14,1,5,18,0,1,5,4,8,0,1,6,8,0,0,4,32,0,0,0,19,0,0,0,0,0,0,0,6,0,0,1,0,0,0,45,32,0,0,0,4,2,11,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,19,0,0
93,fr_66.docx,french,4.027403918766901,0.06362937331795464,0.00865051903114187,0.039600153787004995,0.041330257593233374,0.15705497885428682,0.010765090349865437,0.01518646674356017,0.00461361014994233,0.07804690503652441,0.0019223375624759708,0.0009611687812379854,0.05767012687427912,0.030757400999615533,0.08150711264898117,0.06439830834294502,0.031141868512110725,0.009034986543637063,0.06266820453671665,0.09015763168012303,0.07747020376778162,0.04767397154940407,0.011534025374855825,0.0032679738562091504,0.004805843906189927,0.0032679738562091504,0.0007689350249903883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,58,28,0,44,4,3,0,33,25,19,3,15,10,0,7,11,8,6,0,6,10,7,0,0,3,33,0,0,0,25,0,0,0,0,0,0,0,10,0,0,1,0,0,4,58,33,0,0,0,8,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
94,FR_7.docx,french,4.057709117898642,0.07497565725413827,0.005355404089581304,0.02994157740993184,0.04308666017526777,0.1414313534566699,0.011197663096397274,0.01557935735150925,0.010710808179162609,0.08958130477117819,0.0017039922103213243,0.0007302823758519961,0.054527750730282376,0.03456669912366115,0.08033106134371958,0.05842259006815969,0.03481012658227848,0.012901655306718598,0.06694255111976631,0.0752190847127556,0.08033106134371958,0.05525803310613437,0.007059396299902629,0.0012171372930866603,0.004138266796494644,0.005842259006815969,0.0004868549172346641,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,39,25,0,11,9,3,0,28,12,16,1,7,9,2,4,10,5,6,1,1,16,6,0,0,3,28,0,0,0,12,0,0,0,1,0,0,0,16,0,0,2,0,0,1,39,28,0,0,0,5,2,14,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0
95,fr_77.docx,french,3.992024626406865,0.06338160616889223,0.007334963325183374,0.04194094414143314,0.039119804400977995,0.15384615384615385,0.011284558961820575,0.009591875117547489,0.0039495956366372015,0.09065262365995862,0.00451382358472823,0.0003761519653940192,0.05397780703404175,0.026330637577581344,0.07729922888847095,0.062253150272710174,0.038555576452886965,0.00883957118675945,0.07429001316531879,0.08030844461162309,0.08200112845589619,0.04965205943201053,0.010156103065638519,0.0,0.004137671619334211,0.0028211397404551437,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,64,23,4,20,15,4,0,24,17,20,3,9,12,6,6,4,4,10,2,1,10,17,0,0,4,24,0,0,0,17,0,0,0,2,0,0,0,10,0,0,2,0,0,2,64,24,0,0,0,4,4,22,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0
96,FR_8.docx,french,4.04272295966277,0.06767515923566879,0.007696390658174098,0.03370488322717622,0.041401273885350316,0.1515392781316348,0.009819532908704883,0.014331210191082803,0.010350318471337579,0.07430997876857749,0.0005307855626326964,0.0002653927813163482,0.054140127388535034,0.028927813163481954,0.07961783439490445,0.06050955414012739,0.04060509554140127,0.01194267515923567,0.06926751592356688,0.08519108280254777,0.07616772823779193,0.05785562632696391,0.007961783439490446,0.0010615711252653928,0.004246284501061571,0.004246284501061571,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,5,28,23,0,12,12,2,0,23,10,9,0,8,5,1,3,7,3,7,2,6,10,6,0,0,2,23,0,0,0,10,0,0,0,2,0,0,0,10,0,0,0,0,0,0,28,23,0,0,0,3,0,9,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0
97,fr_88.docx,french,4.034156714433673,0.08791649939783219,0.0066238458450421514,0.03592934564431955,0.044761140104375756,0.14171015656362906,0.017864311521477317,0.013448414291449218,0.0034122842232035327,0.07828181453231634,0.0018065034122842231,0.0002007226013649137,0.05299076676033721,0.043155359293456444,0.0893215576073866,0.05600160578081092,0.02729827378562826,0.007025291047771979,0.06403050983540746,0.08169409875551988,0.06463267763950221,0.05479727017262144,0.013448414291449218,0.0,0.0038137294259333603,0.004817342432757929,0.0008028904054596548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,5,0,46,13,0,20,14,1,0,46,34,22,2,10,8,2,6,8,4,5,1,4,10,9,0,0,1,46,0,0,0,34,0,0,0,1,0,0,0,10,0,0,1,0,0,1,46,46,0,0,0,4,2,23,1,10,0,0,0,0,0,0,2,0,0,0,0,0,0,34,0,0
98,FR_9.docx,french,4.066579644508445,0.07868383404864092,0.008869814020028613,0.03690987124463519,0.04263233190271817,0.13361945636623748,0.019742489270386267,0.009155937052932762,0.006580829756795422,0.09155937052932761,0.002575107296137339,0.0002861230329041488,0.059799713876967094,0.02832618025751073,0.07410586552217453,0.06266094420600858,0.027181688125894134,0.012303290414878397,0.06580829756795423,0.08555078683834048,0.06895565092989986,0.0592274678111588,0.009728183118741058,0.0002861230329041488,0.004005722460658083,0.005150214592274678,0.0005722460658082976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,32,20,1,24,3,0,0,25,16,23,0,10,1,0,3,10,3,6,0,5,3,2,1,0,0,25,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,25,0,0,0,3,2,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
99,fr_99.docx,french,4.052861857500325,0.09835364549925166,0.008552490912978406,0.03506521274321146,0.03870002138122728,0.1379089159717768,0.010476801368398547,0.015394483643361129,0.013683985460765448,0.08274534958306606,0.0010690613641223007,0.003420996365191362,0.05965362411802438,0.03442377592473808,0.07269617276031644,0.062433183664742355,0.030147530468248876,0.008980115458627326,0.07055805003207184,0.07526192003420996,0.07333760957878982,0.04746632456703015,0.0072696172760316445,0.00042762454564892024,0.001924310455420141,0.005772931366260423,0.0008552490912978405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,44,14,0,41,17,4,0,24,47,21,0,3,9,2,6,8,3,7,0,3,5,2,0,0,4,24,0,0,0,47,0,0,0,0,0,0,0,5,0,0,1,0,0,1,44,24,0,0,0,3,1,17,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0
100,001.docx,italian,3.993724274545016,0.10226468506723284,0.010969568294409059,0.0399858457183298,0.04069355980184006,0.12349610757254069,0.009554140127388535,0.021231422505307854,0.006723283793347488,0.11429582448690728,0.0017692852087756545,0.0014154281670205238,0.07077140835102619,0.018046709129511677,0.07643312101910828,0.08174097664543524,0.029016277423920735,0.00389242745930644,0.06369426751592357,0.056617126680820945,0.06794055201698514,0.03184713375796178,0.01875442321302194,0.0010615711252653928,0.00035385704175513094,0.0010615711252653928,0.006369426751592357,1,0,0,0,0,0,0,14,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,5,2,1,0,0,4,0,0,1,0,0,8,0,2,0,12,22,7,5,0,5,0,2,3,14,0,8,2,0,1,2,8,1,4,2,1,0,2,5,0,0,0,0,11,0,2,2,0,0,1,0,0,13,3,0,0,0,1,3,0,2,0,0
101,002.docx,italian,3.912393069340463,0.11190306486101212,0.0067712045616536,0.036350677120456164,0.05381325730577334,0.11190306486101212,0.0067712045616536,0.023521026372059873,0.009978617248752673,0.1436208125445474,0.0010691375623663579,0.0010691375623663579,0.07198859586600143,0.01781895937277263,0.08766928011404133,0.08553100498930863,0.02851033499643621,0.0021382751247327157,0.05131860299358518,0.06094084105488239,0.041339985744832504,0.019600855310049892,0.016037063435495366,0.0,0.0003563791874554526,0.0007127583749109052,0.009265858873841768,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,15,18,3,2,0,1,1,8,2,6,0,0,1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,6,0,1,1,0,0,1,0,0,4,0,0,0,0,0,36,0,8,0,10
102,003.docx,italian,3.9846519028037566,0.1147227533460803,0.0065555859054903035,0.03987981425839934,0.04780114722753346,0.12127833925157061,0.0062824364927615405,0.025402895383774923,0.01338432122370937,0.1272876263316034,0.0016388964763725759,0.002458344714558864,0.06828735318219066,0.022671401256487297,0.07812073204042612,0.07784758262769735,0.025402895383774923,0.004643540016388965,0.06419011199125922,0.04998634252936356,0.0497131931166348,0.022671401256487297,0.01857416006555586,0.0010925976509150504,0.0013657470636438131,0.0005462988254575252,0.00819448238186288,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,10,1,0,1,0,3,0,11,10,0,0,0,0,0,0,0,0,0,1,0,1,0,33,31,3,11,0,4,1,10,3,8,0,1,0,0,8,1,1,0,1,0,0,0,10,11,0,0,0,0,13,0,0,1,0,0,8,0,0,6,0,0,0,0,0,29,0,10,0,2
103,004.docx,italian,4.043857290199353,0.1036422860527095,0.014806040864672786,0.03968018951732307,0.05478235119928931,0.10867633994669826,0.010956470239857862,0.026650873556411016,0.012733195143618597,0.12140953509031685,0.0005922416345869114,0.004441812259401836,0.06366597571809299,0.02487414865265028,0.06573882143914717,0.090316849274504,0.02487414865265028,0.0014806040864672786,0.07136511696772282,0.04234527687296417,0.05744743855493041,0.025466390287237194,0.021912940479715724,0.0011844832691738228,0.0008883624518803672,0.0005922416345869114,0.009475866153390583,0,0,0,0,0,0,0,8,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,29,10,5,0,8,1,0,5,8,1,5,3,1,3,3,0,0,3,0,1,0,1,5,0,0,0,0,13,0,4,3,0,0,3,0,0,8,1,0,0,0,0,6,0,0,0,0
104,005.docx,italian,4.041476947141887,0.10124864277958741,0.01031487513572204,0.039630836047774155,0.044245385450597176,0.13789359391965256,0.013843648208469055,0.018458197611292075,0.005700325732899023,0.09581976112920738,0.0013572204125950054,0.0,0.06704668838219327,0.026601520086862108,0.06324647122692725,0.0741042345276873,0.03040173724212812,0.008686210640608035,0.07709011943539631,0.05374592833876222,0.059446254071661236,0.038273615635179156,0.018458197611292075,0.0,0.0019001085776330076,0.002985884907709012,0.009500542888165039,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,2,11,0,0,9,1,16,0,15,8,1,0,2,3,0,1,4,8,3,5,0,4,0,15,35,16,15,2,7,4,8,3,6,1,5,11,1,5,4,1,0,1,2,0,0,11,15,0,7,0,8,13,2,0,4,0,0,5,0,0,11,2,2,0,0,0,1,0,8,0,0
105,006.docx,italian,4.00829519594421,0.10537503795930762,0.02247191011235955,0.044336471302763435,0.055876100819921046,0.10962648041299727,0.00516246583662314,0.023686607956270877,0.0072881870634679624,0.11053750379593076,0.0003036744609778318,0.0012146978439113271,0.06529000911023383,0.02247191011235955,0.07440024293956879,0.08715457030063771,0.022168235651381717,0.0018220467658669906,0.0716671727907683,0.06437898572730033,0.04767689037351959,0.02459763133920437,0.022775584573337383,0.0024293956878226543,0.0009110233829334953,0.0006073489219556636,0.005769814758578804,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,12,68,0,0,0,1,2,2,1,10,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,2,1,0,1,0,0,3,0,2,0,1
106,007.docx,italian,3.977603683487482,0.097097354225533,0.010017980991523246,0.0434112509632674,0.04777806319034164,0.11353711790393013,0.011816080143847931,0.022604675057796043,0.007963010531723606,0.13639866426920114,0.0017980991523246853,0.0005137426149499101,0.08014384793218597,0.02697148728487028,0.06884151040328795,0.08887747238633445,0.022090932442846135,0.0028255843822245054,0.06370408425378885,0.042897508348317494,0.060364757256614436,0.022090932442846135,0.01721037760082199,0.0005137426149499101,0.0010274852298998202,0.0010274852298998202,0.008476753146673517,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,12,0,5,4,0,0,0,0,0,0,0,0,0,8,0,1,0,28,28,12,5,0,9,3,4,1,15,0,8,1,1,6,1,1,0,0,0,1,0,5,5,0,0,0,0,6,0,0,1,0,0,6,0,0,12,0,0,0,0,0,2,1,4,0,0
107,008.docx,italian,3.9889979685404224,0.09236131280859715,0.009294220156839965,0.04240487946558234,0.04501887888469358,0.12692419401684576,0.009003775776938717,0.01858844031367993,0.011327330816148708,0.1074644205634621,0.0002904443799012489,0.0,0.062155097298867264,0.02701132733081615,0.07290153935521347,0.09613708974731339,0.02875399361022364,0.005808887598024978,0.06622131861748475,0.0534417659018298,0.06854487365669475,0.03630554748765611,0.012489108335753703,0.0,0.0011617775196049957,0.0011617775196049957,0.00522799883822248,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,11,4,0,0,0,0,0,0,0,0,0,3,0,12,0,25,19,10,11,3,6,2,4,14,2,0,3,16,2,2,12,3,0,7,0,0,0,3,11,0,0,0,0,8,0,0,12,0,1,2,0,0,5,1,3,0,0,0,2,0,4,0,0
108,009.docx,italian,3.947313484340693,0.08878205128205129,0.00608974358974359,0.041666666666666664,0.03942307692307692,0.12083333333333333,0.009935897435897435,0.020833333333333332,0.009615384615384616,0.12916666666666668,0.0,0.0,0.0625,0.02435897435897436,0.07788461538461539,0.08974358974358974,0.027884615384615386,0.0057692307692307696,0.06570512820512821,0.05608974358974359,0.06987179487179487,0.03653846153846154,0.0125,0.0,0.000641025641025641,0.0003205128205128205,0.0038461538461538464,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,10,6,0,0,0,0,1,0,0,0,0,6,0,8,0,16,30,9,10,3,6,4,6,11,9,0,6,5,2,1,8,5,0,7,0,0,0,1,10,0,0,0,0,2,0,0,8,0,0,1,0,0,5,0,3,0,1,0,1,0,6,0,0
109,010.docx,italian,3.945125347493314,0.08983101096946339,0.0071153276015416544,0.04832493329380374,0.041209605692262084,0.11829232137563,0.009783575452119775,0.024014230655203084,0.012155351319300326,0.13726652831307443,0.0,0.0,0.07115327601541654,0.026978950489178772,0.06907797213163357,0.0868662911354877,0.02431070263860065,0.0020753038837829827,0.06700266824785057,0.043581381559442633,0.0696709160984287,0.029943670323154464,0.013044767269493033,0.0,0.0002964719833975689,0.0,0.008004743551734361,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,3,6,0,0,0,0,0,0,0,1,0,10,0,5,0,35,23,8,3,1,8,5,6,18,12,0,10,4,1,3,5,2,0,4,2,0,0,2,3,0,0,0,1,10,0,1,5,0,0,3,0,0,9,2,1,0,0,0,3,0,6,0,0
110,011.docx,italian,3.970229876015162,0.09740840035746202,0.010425975573428656,0.04140601727733095,0.04438486744116771,0.12749478701221328,0.013702710753649091,0.022043491212392016,0.008936550491510277,0.1224307417336908,0.0,0.0002978850163836759,0.0667262436699434,0.02978850163836759,0.07119451891569854,0.09174858504617217,0.023830801310694073,0.005361930294906166,0.06344950848972297,0.045874292523086085,0.06166219839142091,0.030086386654751267,0.01459636580280012,0.0,0.0,0.0,0.0071492403932082215,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,13,1,0,0,0,0,0,0,0,1,0,1,0,4,0,32,34,11,13,1,4,4,1,15,15,0,1,5,4,1,4,2,0,7,2,1,0,2,13,0,0,0,1,6,0,0,4,0,0,1,0,0,6,4,1,0,0,0,1,1,1,0,0
111,012.docx,italian,3.9543583086130982,0.1013852048334807,0.014146772767462422,0.036251105216622455,0.04185086943707633,0.13085764809902742,0.008841732979664015,0.015030946065428824,0.00825228411435308,0.11022693781314472,0.0,0.0,0.07603890362511052,0.026525198938992044,0.07427055702917772,0.09372236958443855,0.02770409666961391,0.005305039787798408,0.07102858826996758,0.04833480695549661,0.05894488653109343,0.02475685234305924,0.018272914824638962,0.0,0.0005894488653109342,0.0,0.007662835249042145,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,11,0,19,12,0,0,0,0,0,0,0,1,1,6,0,6,0,17,19,11,19,0,12,2,12,12,6,1,6,4,2,3,6,2,1,6,4,0,0,3,19,0,0,0,1,7,0,0,6,0,0,3,0,0,11,3,0,1,0,1,9,0,12,0,0
112,013.docx,italian,3.964515307259603,0.11080897348742352,0.00849762066621346,0.04044867437117607,0.045547246770904146,0.11352821210061183,0.008157715839564922,0.027192386131883073,0.007477906186267845,0.10944935418082936,0.0,0.0,0.07953772943575799,0.02787219578518015,0.0717199184228416,0.0893949694085656,0.01971447994561523,0.007138001359619306,0.06594153636981645,0.05030591434398368,0.06084296397008838,0.033650577838205305,0.019034670292318152,0.0,0.0003399048266485384,0.0,0.003399048266485384,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,11,0,17,12,0,0,0,0,0,0,0,0,0,7,0,4,0,13,14,11,17,3,8,6,12,8,5,0,7,6,4,1,4,1,0,3,1,0,0,4,17,0,0,0,0,6,0,0,4,0,0,1,0,0,12,0,3,0,0,0,5,0,12,0,0
113,014.docx,italian,3.9456792853787936,0.11790689772341148,0.00815494393476045,0.04145429833503228,0.03295956506965681,0.12334352701325178,0.007475365273530411,0.018688413183826028,0.0054366292898402994,0.10839279646619096,0.0,0.0,0.07747196738022426,0.021066938498131158,0.06999660210669385,0.08494733265375468,0.026843357118586476,0.0061162079510703364,0.06931702344546381,0.04960924226979273,0.06557934080869861,0.03126061841658172,0.024464831804281346,0.0,0.0003397893306150187,0.0,0.009174311926605505,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,22,10,0,0,0,0,0,0,0,1,0,8,0,5,0,15,15,15,22,2,8,4,10,9,9,1,8,5,4,2,5,3,0,5,0,0,0,4,22,0,1,0,1,5,0,0,5,0,0,2,0,0,4,2,2,1,0,0,5,0,10,0,0
114,015.docx,italian,3.9945288620913764,0.10688836104513064,0.012894468951476078,0.04004071937563624,0.03868340685442823,0.10994231421784866,0.00848320325755005,0.027824906684764165,0.007804546996946046,0.12453342382083475,0.0,0.0,0.06718696979979641,0.03155751611808619,0.06854428232100442,0.08992195453003055,0.02646759416355616,0.005429250084832033,0.0654903291482864,0.04852392263318629,0.05734645402103834,0.0339328130302002,0.019002375296912115,0.0,0.0,0.0,0.009501187648456057,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7,0,16,9,0,0,0,0,0,0,0,1,0,2,0,2,0,14,12,7,16,1,18,3,9,9,5,1,2,5,3,0,2,3,2,5,2,0,0,4,16,0,0,0,1,8,0,2,2,0,0,0,0,0,5,1,1,0,0,2,3,0,9,0,0
